month,day,carrier,origin,dest,distance,hour,minute,price,weekday,is_weekend,season,time_of_day,route,route_freq,dest_freq,month_sin,month_cos,hour_sin,hour_cos
5,28,9E,JFK,BNA,765,15,53,87.03,1,0,Spring,Afternoon,JFK_BNA,0.0016529937553569243,0.017050324476551977,0.49999999999999994,-0.8660254037844387,-0.7071067811865471,-0.7071067811865479
8,16,WN,LGA,HOU,1428,12,38,133.34,4,0,Summer,Afternoon,LGA_HOU,0.0013468838006611976,0.00676502999877556,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0
6,25,DL,LGA,PWM,269,18,6,104.03,1,0,Summer,Evening,LGA_PWM,0.0007958858822088895,0.006979306967062569,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
6,2,AA,JFK,SFO,2586,8,1,216.63,6,1,Summer,Morning,JFK_SFO,0.025468348230684463,0.04117178890657524,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
4,10,UA,EWR,LAS,2227,17,2,157.02,2,0,Spring,Evening,EWR_LAS,0.005877311130157953,0.01787682135423044,0.8660254037844387,-0.4999999999999998,-0.9659258262890683,-0.25881904510252063
10,18,WN,EWR,DEN,1605,12,4,127.59,4,0,Fall,Afternoon,EWR_DEN,0.008050691808497613,0.022529692665605484,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0
4,3,UA,JFK,SFO,2586,7,54,211.49,2,0,Spring,Morning,JFK_SFO,0.025468348230684463,0.04117178890657524,0.8660254037844387,-0.4999999999999998,0.9659258262890683,-0.25881904510252063
8,12,EV,LGA,CLT,544,16,42,113.5,0,0,Summer,Afternoon,LGA_CLT,0.017846210358760866,0.042335006734419006,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004
12,18,UA,EWR,SFO,2565,17,49,222.57,2,0,Winter,Evening,EWR_SFO,0.01570344067589078,0.04117178890657524,-2.4492935982947064e-16,1.0,-0.9659258262890683,-0.25881904510252063
5,19,EV,EWR,ROC,246,14,48,54.02,6,1,Spring,Afternoon,EWR_ROC,0.0016529937553569243,0.007009917962532142,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
8,17,EV,EWR,RIC,277,17,2,80.09,5,1,Summer,Evening,EWR_RIC,0.005142647238888209,0.007285416921758296,-0.8660254037844384,-0.5000000000000004,-0.9659258262890683,-0.25881904510252063
7,28,EV,EWR,MCI,1092,11,58,133.9,6,1,Summer,Morning,EWR_MCI,0.004285539365740174,0.006152810089384107,-0.4999999999999997,-0.8660254037844388,0.258819045102521,-0.9659258262890682
8,16,EV,EWR,DSM,1017,20,8,118.69,4,0,Summer,Evening,EWR_DSM,0.0008571078731480347,0.0011326068323741889,-0.8660254037844384,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
2,2,B6,JFK,SRQ,1041,16,1,120.67,5,1,Winter,Afternoon,JFK_SRQ,0.0015611607689482061,0.004163095383861884,0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004
3,15,9E,JFK,RDU,427,9,27,130.1,4,0,Spring,Morning,JFK_RDU,0.009183298640871801,0.02451940737112771,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475
9,8,B6,EWR,SJU,1608,7,47,170.98,6,1,Fall,Morning,EWR_SJU,0.0035508754744704297,0.017968654340639156,-1.0,-1.8369701987210297e-16,0.9659258262890683,-0.25881904510252063
11,13,9E,LGA,BNA,764,15,50,71.44,2,0,Fall,Afternoon,LGA_BNA,0.009060854658993511,0.017050324476551977,-0.5000000000000004,0.8660254037844384,-0.7071067811865471,-0.7071067811865479
7,16,MQ,JFK,RDU,427,19,46,134.75,1,0,Summer,Evening,JFK_RDU,0.009183298640871801,0.02451940737112771,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025203
6,4,9E,JFK,PIT,340,19,5,128.79,1,0,Summer,Evening,JFK_PIT,0.00401004040651402,0.008724133708828212,1.2246467991473532e-16,-1.0,-0.9659258262890684,0.2588190451025203
1,10,EV,EWR,BTV,266,21,51,51.13,3,0,Winter,Night,EWR_BTV,0.002663156605852822,0.007713970858332313,0.49999999999999994,0.8660254037844387,-0.7071067811865477,0.7071067811865474
10,11,AA,JFK,BOS,187,12,44,111.88,4,0,Fall,Afternoon,JFK_BOS,0.017907432349700013,0.044998163340271825,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0
6,26,EV,EWR,GSP,594,16,8,119.47,2,0,Summer,Afternoon,EWR_GSP,0.0021733806783396595,0.002540712623974532,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004
8,30,EV,EWR,MKE,725,10,25,83.36,4,0,Summer,Morning,EWR_MKE,0.003367209501652994,0.008295579772254194,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,-0.8660254037844387
10,24,WN,EWR,BNA,748,12,56,85.44,3,0,Fall,Afternoon,EWR_BNA,0.006336476062201543,0.017050324476551977,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0
8,16,B6,LGA,FLL,1076,5,50,158.1,4,0,Summer,Morning,LGA_FLL,0.01215256520142035,0.03621280764050447,-0.8660254037844384,-0.5000000000000004,0.9659258262890683,0.25881904510252074
3,27,B6,JFK,LAX,2475,7,11,184.15,2,0,Spring,Morning,JFK_LAX,0.03413125994857353,0.04845720582833354,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252063
11,17,EV,EWR,BNA,748,17,36,125.06,6,1,Fall,Evening,EWR_BNA,0.006336476062201543,0.017050324476551977,-0.5000000000000004,0.8660254037844384,-0.9659258262890683,-0.25881904510252063
3,7,UA,EWR,IAH,1400,7,19,118.84,3,0,Spring,Morning,EWR_IAH,0.012458675156116077,0.022315415697318475,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252063
6,24,DL,EWR,ATL,746,14,16,147.62,0,0,Summer,Afternoon,EWR_ATL,0.015672829680421208,0.050599975511203626,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
10,14,DL,JFK,SJU,1598,20,56,147.74,0,0,Fall,Evening,JFK_SJU,0.014417778866168728,0.017968654340639156,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
7,31,DL,JFK,AUS,1521,16,6,186.7,2,0,Summer,Afternoon,JFK_AUS,0.004622260315905473,0.007499693890045304,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
8,15,YV,LGA,CLT,544,17,20,109.75,3,0,Summer,Evening,LGA_CLT,0.017846210358760866,0.042335006734419006,-0.8660254037844384,-0.5000000000000004,-0.9659258262890683,-0.25881904510252063
10,3,EV,JFK,IAD,228,14,13,48.22,3,0,Fall,Afternoon,JFK_IAD,0.007652748867393168,0.01637688257622138,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
5,11,US,LGA,PHL,96,7,38,60.04,5,1,Spring,Morning,LGA_PHL,0.0018060487327047875,0.004285539365740174,0.49999999999999994,-0.8660254037844387,0.9659258262890683,-0.25881904510252063
2,18,UA,EWR,ORD,719,14,15,60.96,0,0,Winter,Afternoon,EWR_ORD,0.018397208277213174,0.0486102608056814,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
5,3,AA,LGA,MIA,1096,6,59,155.68,4,0,Spring,Morning,LGA_MIA,0.017540100404065142,0.03734541447287866,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17
2,10,VX,JFK,LAX,2475,13,29,167.96,6,1,Winter,Afternoon,JFK_LAX,0.03413125994857353,0.04845720582833354,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683
4,28,UA,EWR,MIA,1085,8,45,145.05,6,1,Spring,Morning,EWR_MIA,0.00927513162728052,0.03734541447287866,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
7,31,DL,JFK,PHX,2153,18,43,223.2,2,0,Summer,Evening,JFK_PHX,0.005418146198114363,0.013958613934125138,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16
5,13,EV,EWR,BTV,266,13,29,78.48,0,0,Spring,Afternoon,EWR_BTV,0.002663156605852822,0.007713970858332313,0.49999999999999994,-0.8660254037844387,-0.2588190451025208,-0.9659258262890683
1,31,B6,EWR,FLL,1065,5,59,89.39,3,0,Winter,Morning,EWR_FLL,0.011081180359985307,0.03621280764050447,0.49999999999999994,0.8660254037844387,0.9659258262890683,0.25881904510252074
6,28,9E,JFK,MSP,1029,21,33,155.18,4,0,Summer,Night,JFK_MSP,0.0034590424880617116,0.021795028774335742,1.2246467991473532e-16,-1.0,-0.7071067811865477,0.7071067811865474
3,4,AA,EWR,DFW,1372,14,33,172.5,0,0,Spring,Afternoon,EWR_DFW,0.009366964613689237,0.026049957144606343,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
10,11,US,JFK,PHX,2153,16,27,212.1,4,0,Fall,Afternoon,JFK_PHX,0.005418146198114363,0.013958613934125138,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004
10,20,MQ,LGA,DTW,502,10,44,107.75,6,1,Fall,Morning,LGA_DTW,0.015029998775560181,0.027213174972450103,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
10,21,DL,JFK,LAX,2475,16,59,210.52,0,0,Fall,Afternoon,JFK_LAX,0.03413125994857353,0.04845720582833354,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004
10,23,UA,LGA,ORD,733,9,50,87.0,2,0,Fall,Morning,LGA_ORD,0.02451940737112771,0.0486102608056814,-0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475
6,22,EV,JFK,IAD,228,9,54,109.83,5,1,Summer,Morning,JFK_IAD,0.007652748867393168,0.01637688257622138,1.2246467991473532e-16,-1.0,0.7071067811865476,-0.7071067811865475
4,22,UA,EWR,TPA,997,15,37,103.97,0,0,Spring,Afternoon,EWR_TPA,0.007162972939880005,0.022835802620301212,0.8660254037844387,-0.4999999999999998,-0.7071067811865471,-0.7071067811865479
8,17,B6,JFK,ORD,740,6,44,133.81,5,1,Summer,Morning,JFK_ORD,0.005693645157340517,0.0486102608056814,-0.8660254037844384,-0.5000000000000004,1.0,6.123233995736766e-17
9,18,EV,EWR,OKC,1325,20,5,93.91,2,0,Fall,Evening,EWR_OKC,0.0008877188686176074,0.0008877188686176074,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
12,31,B6,JFK,FLL,1069,10,47,132.24,1,0,Winter,Morning,JFK_FLL,0.012979062079098812,0.03621280764050447,-2.4492935982947064e-16,1.0,0.49999999999999994,-0.8660254037844387
2,11,MQ,JFK,CMH,483,21,58,91.71,0,0,Winter,Night,JFK_CMH,0.002203991673809232,0.010652626423411289,0.8660254037844386,0.5000000000000001,-0.7071067811865477,0.7071067811865474
9,22,AA,JFK,IAH,1417,20,0,158.15,6,1,Fall,Evening,JFK_IAH,0.0008877188686176074,0.022315415697318475,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
1,21,EV,EWR,GRR,605,15,53,82.01,0,0,Winter,Afternoon,EWR_GRR,0.0021733806783396595,0.002234602669278805,0.49999999999999994,0.8660254037844387,-0.7071067811865471,-0.7071067811865479
1,28,MQ,LGA,ATL,762,14,44,74.99,0,0,Winter,Afternoon,LGA_ATL,0.028958001714215746,0.050599975511203626,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
3,19,9E,JFK,DCA,213,20,39,47.68,1,0,Spring,Evening,JFK_DCA,0.009703685563854536,0.029478388637198483,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
3,7,EV,EWR,PIT,319,6,29,103.6,3,0,Spring,Morning,EWR_PIT,0.0013774947961307702,0.008724133708828212,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
12,29,DL,JFK,TPA,1005,8,4,213.56,6,1,Winter,Morning,JFK_TPA,0.00961185257744582,0.022835802620301212,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998
3,22,EV,EWR,BUF,282,17,29,105.14,4,0,Spring,Evening,EWR_BUF,0.003520264479000857,0.014938165789151463,1.0,6.123233995736766e-17,-0.9659258262890683,-0.25881904510252063
3,7,DL,JFK,RSW,1074,16,3,106.24,3,0,Spring,Afternoon,JFK_RSW,0.004071262397453165,0.010652626423411289,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004
6,22,EV,EWR,MCI,1092,15,14,102.64,5,1,Summer,Afternoon,EWR_MCI,0.004285539365740174,0.006152810089384107,1.2246467991473532e-16,-1.0,-0.7071067811865471,-0.7071067811865479
7,6,EV,EWR,JAX,820,20,29,126.37,5,1,Summer,Evening,EWR_JAX,0.0033059875107138486,0.0075303048855148765,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
9,10,UA,LGA,IAH,1416,10,27,147.68,1,0,Fall,Morning,LGA_IAH,0.008969021672584792,0.022315415697318475,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387
3,5,WN,EWR,HOU,1411,6,57,96.1,1,0,Spring,Morning,EWR_HOU,0.0028468225786702586,0.00676502999877556,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
8,22,DL,LGA,TPA,1010,8,1,147.06,3,0,Summer,Morning,LGA_TPA,0.006060977102975389,0.022835802620301212,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.4999999999999998
4,28,B6,JFK,TPA,1005,21,50,129.1,6,1,Spring,Night,JFK_TPA,0.00961185257744582,0.022835802620301212,0.8660254037844387,-0.4999999999999998,-0.7071067811865477,0.7071067811865474
4,12,EV,EWR,MKE,725,17,13,132.77,4,0,Spring,Evening,EWR_MKE,0.003367209501652994,0.008295579772254194,0.8660254037844387,-0.4999999999999998,-0.9659258262890683,-0.25881904510252063
5,15,B6,JFK,FLL,1069,9,27,109.72,2,0,Spring,Morning,JFK_FLL,0.012979062079098812,0.03621280764050447,0.49999999999999994,-0.8660254037844387,0.7071067811865476,-0.7071067811865475
7,11,EV,EWR,RDU,416,16,22,81.39,3,0,Summer,Afternoon,EWR_RDU,0.004438594343088037,0.02451940737112771,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
1,7,VX,JFK,LAX,2475,13,29,194.16,0,0,Winter,Afternoon,JFK_LAX,0.03413125994857353,0.04845720582833354,0.49999999999999994,0.8660254037844387,-0.2588190451025208,-0.9659258262890683
3,12,EV,EWR,TYS,631,19,53,119.08,1,0,Spring,Evening,EWR_TYS,0.0008877188686176074,0.002081547691930942,1.0,6.123233995736766e-17,-0.9659258262890684,0.2588190451025203
9,19,EV,EWR,MSP,1008,9,10,104.38,3,0,Fall,Morning,EWR_MSP,0.007377249908167014,0.021795028774335742,-1.0,-1.8369701987210297e-16,0.7071067811865476,-0.7071067811865475
1,22,AA,LGA,DFW,1389,17,41,151.74,1,0,Winter,Evening,LGA_DFW,0.014387167870699154,0.026049957144606343,0.49999999999999994,0.8660254037844387,-0.9659258262890683,-0.25881904510252063
3,18,UA,EWR,BOS,200,22,11,68.85,0,0,Spring,Night,EWR_BOS,0.01558099669401249,0.044998163340271825,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384
6,9,MQ,LGA,DTW,502,13,1,99.98,6,1,Summer,Afternoon,LGA_DTW,0.015029998775560181,0.027213174972450103,1.2246467991473532e-16,-1.0,-0.2588190451025208,-0.9659258262890683
10,21,MQ,JFK,TPA,1005,7,43,134.0,0,0,Fall,Morning,JFK_TPA,0.00961185257744582,0.022835802620301212,-0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252063
4,10,WN,EWR,STL,872,12,1,84.64,2,0,Spring,Afternoon,EWR_STL,0.00722419493081915,0.013162728051916248,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0
10,20,AA,LGA,DFW,1389,7,2,181.58,6,1,Fall,Morning,LGA_DFW,0.014387167870699154,0.026049957144606343,-0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252063
12,24,DL,JFK,SLC,1990,12,6,211.94,1,0,Winter,Afternoon,JFK_SLC,0.006489531039549406,0.007499693890045304,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0
10,12,UA,LGA,DEN,1620,15,27,119.79,5,1,Fall,Afternoon,LGA_DEN,0.011999510224072488,0.022529692665605484,-0.8660254037844386,0.5000000000000001,-0.7071067811865471,-0.7071067811865479
6,19,9E,JFK,DTW,509,16,20,126.55,2,0,Summer,Afternoon,JFK_DTW,0.003367209501652994,0.027213174972450103,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004
3,27,UA,JFK,LAX,2475,15,45,185.99,2,0,Spring,Afternoon,JFK_LAX,0.03413125994857353,0.04845720582833354,1.0,6.123233995736766e-17,-0.7071067811865471,-0.7071067811865479
3,10,DL,JFK,SLC,1990,6,51,157.94,6,1,Spring,Morning,JFK_SLC,0.006489531039549406,0.007499693890045304,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
6,28,UA,EWR,SEA,2402,22,22,217.43,4,0,Summer,Night,EWR_SEA,0.005081425247949064,0.011326068323741887,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
8,27,DL,LGA,TPA,1010,11,11,126.94,1,0,Summer,Morning,LGA_TPA,0.006060977102975389,0.022835802620301212,-0.8660254037844384,-0.5000000000000004,0.258819045102521,-0.9659258262890682
10,4,B6,JFK,PBI,1028,18,23,126.93,4,0,Fall,Evening,JFK_PBI,0.0047447042977837636,0.018978817191135054,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16
2,5,WN,LGA,MDW,725,19,6,78.99,1,0,Winter,Evening,LGA_MDW,0.006703808007836415,0.013377005020203257,0.8660254037844386,0.5000000000000001,-0.9659258262890684,0.2588190451025203
10,30,DL,LGA,DTW,502,12,41,99.26,2,0,Fall,Afternoon,LGA_DTW,0.015029998775560181,0.027213174972450103,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0
4,8,DL,JFK,SLC,1990,11,3,185.3,0,0,Spring,Morning,JFK_SLC,0.006489531039549406,0.007499693890045304,0.8660254037844387,-0.4999999999999998,0.258819045102521,-0.9659258262890682
12,6,AA,JFK,SFO,2586,7,58,254.36,4,0,Winter,Morning,JFK_SFO,0.025468348230684463,0.04117178890657524,-2.4492935982947064e-16,1.0,0.9659258262890683,-0.25881904510252063
2,6,B6,EWR,FLL,1065,5,56,108.96,2,0,Winter,Morning,EWR_FLL,0.011081180359985307,0.03621280764050447,0.8660254037844386,0.5000000000000001,0.9659258262890683,0.25881904510252074
9,11,VX,JFK,LAX,2475,12,51,197.22,2,0,Fall,Afternoon,JFK_LAX,0.03413125994857353,0.04845720582833354,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0
10,29,EV,EWR,JAX,820,11,12,91.81,1,0,Fall,Morning,EWR_JAX,0.0033059875107138486,0.0075303048855148765,-0.8660254037844386,0.5000000000000001,0.258819045102521,-0.9659258262890682
11,16,B6,LGA,FLL,1076,14,44,84.71,5,1,Fall,Afternoon,LGA_FLL,0.01215256520142035,0.03621280764050447,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
4,8,B6,JFK,BOS,187,6,32,89.73,0,0,Spring,Morning,JFK_BOS,0.017907432349700013,0.044998163340271825,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17
6,4,EV,EWR,DCA,199,18,33,93.23,1,0,Summer,Evening,EWR_DCA,0.005234480225296927,0.029478388637198483,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
12,20,EV,EWR,CVG,569,15,14,149.38,4,0,Winter,Afternoon,EWR_CVG,0.00768335986286274,0.011019958369046162,-2.4492935982947064e-16,1.0,-0.7071067811865471,-0.7071067811865479
10,17,DL,EWR,DTW,488,16,38,140.09,3,0,Fall,Afternoon,EWR_DTW,0.008815966695236929,0.027213174972450103,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004
9,29,WN,EWR,MDW,711,7,58,111.89,6,1,Fall,Morning,EWR_MDW,0.006673197012366842,0.013377005020203257,-1.0,-1.8369701987210297e-16,0.9659258262890683,-0.25881904510252063
4,1,UA,EWR,SAN,2425,15,36,182.14,0,0,Spring,Afternoon,EWR_SAN,0.0035814864699400023,0.008111913799436758,0.8660254037844387,-0.4999999999999998,-0.7071067811865471,-0.7071067811865479
12,17,9E,LGA,PIT,335,20,15,95.51,1,0,Winter,Evening,LGA_PIT,0.003336598506183421,0.008724133708828212,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001
5,31,AA,JFK,MIA,1089,8,55,138.14,4,0,Spring,Morning,JFK_MIA,0.010530182441532998,0.03734541447287866,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998
11,25,MQ,JFK,RDU,427,8,23,88.0,0,0,Fall,Morning,JFK_RDU,0.009183298640871801,0.02451940737112771,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998
4,5,MQ,LGA,DTW,502,8,28,100.2,4,0,Spring,Morning,LGA_DTW,0.015029998775560181,0.027213174972450103,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998
8,20,US,LGA,CLT,544,17,3,132.48,1,0,Summer,Evening,LGA_CLT,0.017846210358760866,0.042335006734419006,-0.8660254037844384,-0.5000000000000004,-0.9659258262890683,-0.25881904510252063
5,24,WN,LGA,MDW,725,22,34,86.3,4,0,Spring,Night,LGA_MDW,0.006703808007836415,0.013377005020203257,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384
9,5,UA,EWR,ORD,719,6,5,131.03,3,0,Fall,Morning,EWR_ORD,0.018397208277213174,0.0486102608056814,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17
5,16,AA,JFK,BOS,187,16,26,82.46,3,0,Spring,Afternoon,JFK_BOS,0.017907432349700013,0.044998163340271825,0.49999999999999994,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004
4,1,UA,EWR,TPA,997,14,19,106.35,0,0,Spring,Afternoon,EWR_TPA,0.007162972939880005,0.022835802620301212,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
10,13,B6,JFK,BOS,187,22,51,122.19,6,1,Fall,Night,JFK_BOS,0.017907432349700013,0.044998163340271825,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
6,14,B6,JFK,FLL,1069,11,26,159.95,4,0,Summer,Morning,JFK_FLL,0.012979062079098812,0.03621280764050447,1.2246467991473532e-16,-1.0,0.258819045102521,-0.9659258262890682
10,9,MQ,LGA,MSP,1020,6,50,100.05,2,0,Fall,Morning,LGA_MSP,0.010958736378107016,0.021795028774335742,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
10,20,UA,EWR,MIA,1085,20,47,128.5,6,1,Fall,Evening,EWR_MIA,0.00927513162728052,0.03734541447287866,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
1,22,DL,JFK,LAX,2475,18,59,202.06,1,0,Winter,Evening,JFK_LAX,0.03413125994857353,0.04845720582833354,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
7,29,B6,JFK,RDU,427,17,3,132.01,0,0,Summer,Evening,JFK_RDU,0.009183298640871801,0.02451940737112771,-0.4999999999999997,-0.8660254037844388,-0.9659258262890683,-0.25881904510252063
3,2,DL,JFK,SAN,2446,17,12,196.19,5,1,Spring,Evening,JFK_SAN,0.0045304273294967555,0.008111913799436758,1.0,6.123233995736766e-17,-0.9659258262890683,-0.25881904510252063
5,9,WN,EWR,STL,872,12,15,103.31,3,0,Spring,Afternoon,EWR_STL,0.00722419493081915,0.013162728051916248,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
4,6,UA,EWR,MCO,937,13,52,122.43,5,1,Spring,Afternoon,EWR_MCO,0.014907554793681891,0.042120729766131994,0.8660254037844387,-0.4999999999999998,-0.2588190451025208,-0.9659258262890683
10,9,UA,EWR,ORD,719,10,49,115.1,2,0,Fall,Morning,EWR_ORD,0.018397208277213174,0.0486102608056814,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387
2,28,MQ,JFK,RDU,427,19,47,61.5,3,0,Winter,Evening,JFK_RDU,0.009183298640871801,0.02451940737112771,0.8660254037844386,0.5000000000000001,-0.9659258262890684,0.2588190451025203
11,14,UA,EWR,SFO,2565,17,27,188.96,3,0,Fall,Evening,EWR_SFO,0.01570344067589078,0.04117178890657524,-0.5000000000000004,0.8660254037844384,-0.9659258262890683,-0.25881904510252063
3,25,DL,LGA,MCO,950,9,11,142.38,0,0,Spring,Morning,LGA_MCO,0.011019958369046162,0.042120729766131994,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475
7,14,VX,JFK,SFO,2586,17,5,242.15,6,1,Summer,Evening,JFK_SFO,0.025468348230684463,0.04117178890657524,-0.4999999999999997,-0.8660254037844388,-0.9659258262890683,-0.25881904510252063
7,7,DL,JFK,BOS,187,19,37,57.93,6,1,Summer,Evening,JFK_BOS,0.017907432349700013,0.044998163340271825,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025203
5,10,UA,EWR,IAH,1400,13,58,162.58,4,0,Spring,Afternoon,EWR_IAH,0.012458675156116077,0.022315415697318475,0.49999999999999994,-0.8660254037844387,-0.2588190451025208,-0.9659258262890683
3,10,B6,JFK,LAS,2248,10,35,219.72,6,1,Spring,Morning,JFK_LAS,0.011999510224072488,0.01787682135423044,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387
3,19,UA,EWR,BQN,1585,20,31,111.51,1,0,Spring,Evening,EWR_BQN,0.0009183298640871801,0.002601934614913677,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
2,25,B6,JFK,ORD,740,6,14,142.0,0,0,Winter,Morning,JFK_ORD,0.005693645157340517,0.0486102608056814,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
6,20,MQ,LGA,DTW,502,12,51,47.94,3,0,Summer,Afternoon,LGA_DTW,0.015029998775560181,0.027213174972450103,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
9,26,AA,EWR,DFW,1372,18,8,170.55,3,0,Fall,Evening,EWR_DFW,0.009366964613689237,0.026049957144606343,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
5,13,9E,JFK,PIT,340,18,55,86.04,0,0,Spring,Evening,JFK_PIT,0.00401004040651402,0.008724133708828212,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16
8,17,B6,JFK,BUF,301,18,33,79.67,5,1,Summer,Evening,JFK_BUF,0.010928125382637443,0.014938165789151463,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
2,14,US,JFK,PHX,2153,6,29,183.24,3,0,Winter,Morning,JFK_PHX,0.005418146198114363,0.013958613934125138,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
1,10,EV,EWR,MCI,1092,14,42,120.21,3,0,Winter,Afternoon,EWR_MCI,0.004285539365740174,0.006152810089384107,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
1,29,B6,JFK,FLL,1069,18,35,126.06,1,0,Winter,Evening,JFK_FLL,0.012979062079098812,0.03621280764050447,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16
12,26,EV,LGA,ILM,500,21,46,109.96,3,0,Winter,Night,LGA_ILM,0.0003367209501652994,0.0003367209501652994,-2.4492935982947064e-16,1.0,-0.7071067811865477,0.7071067811865474
